sales_person,country,product,date,boxes_shipped,amount,currency,mid_rate,total_amount_th
Brien Boise,New Zealand,70% Dark Bites,2023-06-15,143,7900.42,AUD,21.2763,168091.706046
Oby Sorrel,India,85% Dark Bars,2023-07-05,142,9072.46,INR,0.3442,3122.7407319999998
Kaine Padly,New Zealand,Smooth Sliky Salty,2023-04-12,513,8.06,AUD,21.2763,171.486978
Gigi Bohling,Australia,70% Dark Bites,2023-08-18,104,1548.54,AUD,21.2763,32947.201602
Jan Morforth,UK,50% Dark Bites,2023-01-12,298,5501.67,GBP,42.0265,231215.934255
Gunar Cockshoot,Canada,White Choc,2023-08-11,15,7685.42,CAD,22.5593,173377.695406
Jehu Rudeforth,Australia,Spicy Special Slims,2023-01-13,402,5147.77,AUD,21.2763,109525.49885100001
Husein Augar,UK,Baker's Choco Chips,2023-04-29,143,3070.43,GBP,42.0265,129039.42639499999
Rafaelita Blaksland,New Zealand,After Nines,2023-07-07,88,1127.5,AUD,21.2763,23989.02825
Madelene Upcott,New Zealand,Mint Chip Choco,2023-03-11,4,8502.77,AUD,21.2763,180907.485351
Madelene Upcott,UK,70% Dark Bites,2023-02-16,241,5961.02,GBP,42.0265,250520.80703
Barr Faughny,Australia,Organic Choco Syrup,2023-01-07,33,2478.33,AUD,21.2763,52729.692578999995
Beverie Moffet,New Zealand,Drinking Coco,2023-01-12,497,1269.56,AUD,21.2763,27011.539427999996
Beverie Moffet,India,Eclairs,2023-06-09,144,11130.52,INR,0.3442,3831.124984
Andria Kimpton,India,Eclairs,2023-05-16,83,2455.09,INR,0.3442,845.0419780000001
Gigi Bohling,UK,85% Dark Bars,2023-06-23,100,12764.94,GBP,42.0265,536465.7509100001
Roddy Speechley,UK,Raspberry Choco,2023-01-28,198,13351.42,GBP,42.0265,561113.45263
Dotty Strutley,UK,Mint Chip Choco,2023-07-14,223,2763.22,GBP,42.0265,116128.46532999999
Barr Faughny,Canada,Drinking Coco,2023-04-18,245,6523.34,CAD,22.5593,147161.984062
Oby Sorrel,USA,Milk Bars,2023-06-14,82,1868.25,USD,31.1547,58204.768274999995
Oby Sorrel,UK,Orange Choco,2023-04-15,251,8431.83,GBP,42.0265,354360.303495
Curtice Advani,Canada,Peanut Butter Cubes,2023-05-19,64,5646.99,CAD,22.5593,127392.141507
Gigi Bohling,India,White Choc,2023-04-13,180,1484.67,INR,0.3442,511.02341400000006
Husein Augar,Canada,Choco Coated Almonds,2023-08-15,395,3859.95,CAD,22.5593,87077.770035
Wilone O'Kielt,India,Choco Coated Almonds,2023-08-22,227,3237.3,INR,0.3442,1114.2786600000002
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2023-04-22,64,4072.43,AUD,21.2763,86646.242409
Kaine Padly,UK,Choco Coated Almonds,2023-08-03,118,8054.87,GBP,42.0265,338517.99405499996
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2023-01-04,224,420.3,AUD,21.2763,8942.42889
Kelci Walkden,Canada,After Nines,2023-01-13,218,17073.99,CAD,22.5593,385177.26260700007
Van Tuxwell,Australia,Baker's Choco Chips,2023-05-11,33,13624.31,AUD,21.2763,289874.906853
Husein Augar,New Zealand,Peanut Butter Cubes,2023-02-16,235,2318.46,AUD,21.2763,49328.250498
Kaine Padly,UK,Caramel Stuffed Bars,2023-05-20,67,10740.05,GBP,42.0265,451366.711325
Jehu Rudeforth,UK,Drinking Coco,2023-02-03,422,7624.67,GBP,42.0265,320438.193755
Beverie Moffet,India,Manuka Honey Choco,2023-05-06,159,10168.32,INR,0.3442,3499.935744
Gunar Cockshoot,UK,Choco Coated Almonds,2023-06-30,141,6635.15,GBP,42.0265,278852.131475
Gunar Cockshoot,UK,Smooth Sliky Salty,2023-03-22,158,860.12,GBP,42.0265,36147.83318
Camilla Castle,Canada,Orange Choco,2023-02-17,52,8671.21,CAD,22.5593,195616.427753
Jehu Rudeforth,UK,85% Dark Bars,2023-07-07,63,5534.11,GBP,42.0265,232579.27391499997
Oby Sorrel,UK,70% Dark Bites,2023-03-16,187,6800.26,GBP,42.0265,285791.12689
Kelci Walkden,UK,99% Dark & Pure,2023-08-12,123,3927.83,GBP,42.0265,165072.947495
Gigi Bohling,New Zealand,After Nines,2023-01-21,196,5833.8,AUD,21.2763,124121.67894
Oby Sorrel,Australia,50% Dark Bites,2023-05-06,147,733.08,AUD,21.2763,15597.230004000001
Oby Sorrel,Canada,50% Dark Bites,2023-06-24,140,7164.51,CAD,22.5593,161626.330443
Barr Faughny,USA,White Choc,2023-05-05,175,7900.52,USD,31.1547,246138.330444
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2023-03-25,85,3550.76,AUD,21.2763,75547.034988
Curtice Advani,Australia,Caramel Stuffed Bars,2023-02-14,136,10281.51,AUD,21.2763,218752.491213
Curtice Advani,New Zealand,85% Dark Bars,2023-05-12,180,5936.81,AUD,21.2763,126313.350603
Barr Faughny,New Zealand,Smooth Sliky Salty,2023-01-25,172,4552.15,AUD,21.2763,96852.909045
Ches Bonnell,UK,85% Dark Bars,2023-06-28,11,15944.86,GBP,42.0265,670106.65879
Dennison Crosswaite,Australia,Drinking Coco,2023-07-13,188,7722.58,AUD,21.2763,164307.928854
Roddy Speechley,USA,Milk Bars,2023-05-16,268,3105.38,USD,31.1547,96747.182286
Jan Morforth,India,After Nines,2023-03-14,179,6994.35,INR,0.3442,2407.4552700000004
Gunar Cockshoot,USA,After Nines,2023-08-15,252,4264.49,USD,31.1547,132858.90660299998
Ches Bonnell,India,Orange Choco,2023-02-16,271,1215.3,INR,0.3442,418.30626
Mallorie Waber,UK,Manuka Honey Choco,2023-06-15,45,8519.37,GBP,42.0265,358039.303305
Barr Faughny,Australia,Raspberry Choco,2023-05-27,105,9810.95,AUD,21.2763,208740.715485
Wilone O'Kielt,USA,Drinking Coco,2023-06-14,107,1065.63,USD,31.1547,33199.382961
Wilone O'Kielt,India,Eclairs,2023-02-25,80,3894.68,INR,0.3442,1340.548856
Wilone O'Kielt,India,After Nines,2023-08-04,252,12194.27,INR,0.3442,4197.267734
Kelci Walkden,India,99% Dark & Pure,2023-06-28,236,2455.13,INR,0.3442,845.055746
Gunar Cockshoot,Canada,Spicy Special Slims,2023-04-05,12,14887.76,CAD,22.5593,335857.444168
Madelene Upcott,Canada,Peanut Butter Cubes,2023-07-05,121,15276.46,CAD,22.5593,344626.24407799996
Kaine Padly,New Zealand,Eclairs,2023-01-20,47,13520.48,AUD,21.2763,287665.788624
Ches Bonnell,New Zealand,Drinking Coco,2023-02-16,127,9195.53,AUD,21.2763,195646.854939
Curtice Advani,UK,Drinking Coco,2023-07-12,182,460.98,GBP,42.0265,19373.37597
Kelci Walkden,India,Raspberry Choco,2023-06-16,257,8216.56,INR,0.3442,2828.139952
Dotty Strutley,Australia,Choco Coated Almonds,2023-04-13,277,1863.54,AUD,21.2763,39649.236101999995
Kaine Padly,UK,50% Dark Bites,2023-02-21,72,3283.0,GBP,42.0265,137972.9995
Roddy Speechley,Canada,Choco Coated Almonds,2023-05-11,247,5967.18,CAD,22.5593,134615.403774
Ches Bonnell,India,50% Dark Bites,2023-04-15,334,12083.5,INR,0.3442,4159.1407
Oby Sorrel,Canada,Peanut Butter Cubes,2023-06-07,179,12397.06,CAD,22.5593,279668.995658
Oby Sorrel,UK,White Choc,2023-06-27,280,1746.01,GBP,42.0265,73378.689265
Barr Faughny,India,After Nines,2023-07-29,104,9021.65,INR,0.3442,3105.25193
Wilone O'Kielt,Canada,Smooth Sliky Salty,2023-06-02,165,5263.45,CAD,22.5593,118739.747585
Rafaelita Blaksland,India,Mint Chip Choco,2023-01-26,91,15473.0,INR,0.3442,5325.8066
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-03-02,140,5566.57,CAD,22.5593,125577.922601
Van Tuxwell,Australia,70% Dark Bites,2023-01-10,111,8111.43,AUD,21.2763,172581.218109
Beverie Moffet,USA,70% Dark Bites,2023-06-27,117,2341.8,USD,31.1547,72958.07646
Barr Faughny,Canada,Orange Choco,2023-06-30,19,8650.42,CAD,22.5593,195147.419906
Roddy Speechley,Australia,85% Dark Bars,2023-07-08,77,4444.72,AUD,21.2763,94567.196136
Oby Sorrel,India,Spicy Special Slims,2023-06-08,86,12531.37,INR,0.3442,4313.297554000001
Jan Morforth,UK,Manuka Honey Choco,2023-08-18,231,3558.89,GBP,42.0265,149567.690585
Kaine Padly,Australia,After Nines,2023-04-08,300,7889.9,AUD,21.2763,167867.87936999998
Wilone O'Kielt,Canada,Fruit & Nut Bars,2023-08-08,176,3589.18,CAD,22.5593,80969.388374
Wilone O'Kielt,UK,Milk Bars,2023-08-26,62,305.39,GBP,42.0265,12834.472834999999
Oby Sorrel,Canada,Fruit & Nut Bars,2023-01-14,161,1896.64,CAD,22.5593,42786.870752
Dennison Crosswaite,USA,Baker's Choco Chips,2023-08-11,298,18494.72,USD,31.1547,576197.453184
Madelene Upcott,USA,Almond Choco,2023-05-31,24,11103.47,USD,31.1547,345925.27680899994
Van Tuxwell,New Zealand,50% Dark Bites,2023-07-11,11,4162.28,AUD,21.2763,88557.917964
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2023-03-02,308,3357.3,CAD,22.5593,75738.33789000001
Madelene Upcott,Australia,Raspberry Choco,2023-07-13,94,7033.52,AUD,21.2763,149647.281576
Rafaelita Blaksland,UK,Spicy Special Slims,2023-08-03,143,9896.8,GBP,42.0265,415927.86519999994
Curtice Advani,UK,Peanut Butter Cubes,2023-03-01,175,15653.44,GBP,42.0265,657859.29616
Kelci Walkden,New Zealand,White Choc,2023-04-13,148,7899.31,AUD,21.2763,168068.089353
Beverie Moffet,Canada,Fruit & Nut Bars,2023-02-14,172,10644.74,CAD,22.5593,240137.883082
Mallorie Waber,India,White Choc,2023-07-26,224,872.83,INR,0.3442,300.428086
Brien Boise,UK,Drinking Coco,2023-01-27,128,6337.94,GBP,42.0265,266361.43541
Jehu Rudeforth,India,Peanut Butter Cubes,2023-04-14,451,31.15,INR,0.3442,10.721829999999999
Oby Sorrel,USA,Almond Choco,2023-05-19,142,7107.55,USD,31.1547,221433.587985
Husein Augar,India,Eclairs,2023-02-09,56,5465.85,INR,0.3442,1881.3455700000002
Brien Boise,UK,Spicy Special Slims,2023-05-25,60,2462.14,GBP,42.0265,103475.12671
Oby Sorrel,Australia,Manuka Honey Choco,2023-01-26,80,4194.44,AUD,21.2763,89242.16377199999
Beverie Moffet,India,White Choc,2023-07-04,299,1994.44,INR,0.3442,686.486248
Ches Bonnell,India,Almond Choco,2023-04-13,80,12124.05,INR,0.3442,4173.09801
Gigi Bohling,Australia,Smooth Sliky Salty,2023-01-25,117,5884.09,AUD,21.2763,125191.66406699999
Camilla Castle,USA,85% Dark Bars,2023-04-25,80,2639.16,USD,31.1547,82222.23805199999
Camilla Castle,USA,Eclairs,2023-06-10,401,5031.4,USD,31.1547,156751.75757999998
Madelene Upcott,New Zealand,White Choc,2023-08-22,56,11510.71,AUD,21.2763,244905.31917299997
Van Tuxwell,India,After Nines,2023-06-27,211,15021.98,INR,0.3442,5170.565516
Husein Augar,India,Orange Choco,2023-06-30,40,4517.19,INR,0.3442,1554.8167979999998
Jehu Rudeforth,India,Almond Choco,2023-08-30,99,10778.53,INR,0.3442,3709.9700260000004
Karlen McCaffrey,Australia,Raspberry Choco,2023-08-23,60,1145.72,AUD,21.2763,24376.682436
Camilla Castle,New Zealand,99% Dark & Pure,2023-08-26,45,2518.5,AUD,21.2763,53584.361549999994
Gigi Bohling,Australia,Orange Choco,2023-03-09,158,596.63,AUD,21.2763,12694.078868999999
Kelci Walkden,UK,Drinking Coco,2023-04-20,24,1858.71,GBP,42.0265,78115.075815
Mallorie Waber,Canada,Caramel Stuffed Bars,2023-06-10,547,5194.28,CAD,22.5593,117179.320804
Husein Augar,Australia,Organic Choco Syrup,2023-02-08,155,960.69,AUD,21.2763,20439.928647
Brien Boise,Australia,White Choc,2023-08-25,23,5347.12,AUD,21.2763,113766.92925599999
Dotty Strutley,India,Peanut Butter Cubes,2023-02-16,76,9805.11,INR,0.3442,3374.9188620000004
Dennison Crosswaite,UK,99% Dark & Pure,2023-05-30,26,13205.42,GBP,42.0265,554977.58363
Gigi Bohling,New Zealand,50% Dark Bites,2023-06-29,65,5929.2,AUD,21.2763,126151.43796
Gigi Bohling,USA,Milk Bars,2023-06-16,141,516.92,USD,31.1547,16104.487523999998
Brien Boise,UK,Caramel Stuffed Bars,2023-03-04,145,2882.76,GBP,42.0265,121152.31314
Curtice Advani,New Zealand,Peanut Butter Cubes,2023-03-15,454,1637.72,AUD,21.2763,34844.622036
Curtice Advani,New Zealand,50% Dark Bites,2023-01-27,88,10791.46,AUD,21.2763,229602.34039799997
Beverie Moffet,Canada,Drinking Coco,2023-07-05,115,1093.46,CAD,22.5593,24667.692178
Barr Faughny,USA,Caramel Stuffed Bars,2023-03-29,316,3407.61,USD,31.1547,106163.06726699999
Mallorie Waber,Canada,Almond Choco,2023-05-12,37,4753.93,CAD,22.5593,107245.33304900001
Oby Sorrel,USA,Drinking Coco,2023-03-11,47,8280.62,USD,31.1547,257980.231914
Brien Boise,New Zealand,Eclairs,2023-07-11,299,4981.78,AUD,21.2763,105993.84581399999
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2023-08-01,60,13998.33,AUD,21.2763,297832.668579
Gunar Cockshoot,UK,Spicy Special Slims,2023-02-16,199,13105.65,GBP,42.0265,550784.599725
Curtice Advani,USA,After Nines,2023-04-13,256,15728.81,USD,31.1547,490026.35690699995
Oby Sorrel,India,Choco Coated Almonds,2023-02-14,399,53.85,INR,0.3442,18.53517
Ches Bonnell,Australia,Peanut Butter Cubes,2023-03-14,73,10857.23,AUD,21.2763,231001.682649
Oby Sorrel,Australia,Spicy Special Slims,2023-04-26,25,12412.53,AUD,21.2763,264092.712039
Jehu Rudeforth,Canada,Manuka Honey Choco,2023-04-05,209,3669.15,CAD,22.5593,82773.455595
Camilla Castle,Canada,Drinking Coco,2023-03-03,279,13555.26,CAD,22.5593,305797.176918
Kaine Padly,USA,Spicy Special Slims,2023-06-13,171,2333.84,USD,31.1547,72710.085048
Marney O'Breen,New Zealand,70% Dark Bites,2023-02-14,360,8973.05,AUD,21.2763,190913.303715
Roddy Speechley,New Zealand,99% Dark & Pure,2023-04-18,188,8610.38,AUD,21.2763,183197.02799399997
Oby Sorrel,New Zealand,85% Dark Bars,2023-02-01,452,3432.3,AUD,21.2763,73026.64449
Dotty Strutley,New Zealand,Orange Choco,2023-08-04,155,2283.39,AUD,21.2763,48582.09065699999
Andria Kimpton,New Zealand,Almond Choco,2023-04-05,165,7190.49,AUD,21.2763,152987.02238699998
Karlen McCaffrey,Australia,99% Dark & Pure,2023-01-26,166,11303.07,AUD,21.2763,240487.50824099997
Kaine Padly,UK,After Nines,2023-01-21,171,18911.49,GBP,42.0265,794783.734485
Kaine Padly,Canada,After Nines,2023-08-22,178,6233.02,CAD,22.5593,140612.568086
Kaine Padly,UK,Drinking Coco,2023-01-27,233,2334.5,GBP,42.0265,98110.86425
Rafaelita Blaksland,UK,50% Dark Bites,2023-02-16,73,11099.73,GBP,42.0265,466482.80284499994
Dotty Strutley,USA,Raspberry Choco,2023-01-03,47,3590.55,USD,31.1547,111862.508085
Karlen McCaffrey,USA,White Choc,2023-08-24,2,5209.4,USD,31.1547,162297.29417999997
Oby Sorrel,USA,Spicy Special Slims,2023-02-07,398,6315.14,USD,31.1547,196746.292158
Mallorie Waber,Australia,Smooth Sliky Salty,2023-02-11,117,4454.71,AUD,21.2763,94779.746373
Kaine Padly,Canada,Organic Choco Syrup,2023-03-29,78,6078.71,CAD,22.5593,137131.442503
Marney O'Breen,USA,Peanut Butter Cubes,2023-06-15,363,695.96,USD,31.1547,21682.425012
Dennison Crosswaite,UK,Smooth Sliky Salty,2023-04-26,151,563.76,GBP,42.0265,23692.85964
Brien Boise,Australia,Organic Choco Syrup,2023-07-15,261,4479.69,AUD,21.2763,95311.22834699998
Beverie Moffet,India,Organic Choco Syrup,2023-06-23,22,1093.72,INR,0.3442,376.45842400000004
Dennison Crosswaite,Australia,Baker's Choco Chips,2023-01-11,449,15870.43,AUD,21.2763,337664.02980899997
Beverie Moffet,UK,50% Dark Bites,2023-02-09,297,2529.82,GBP,42.0265,106319.48023
Van Tuxwell,UK,Almond Choco,2023-06-06,217,11258.39,GBP,42.0265,473150.72733499995
Dotty Strutley,UK,Caramel Stuffed Bars,2023-08-10,230,6180.45,GBP,42.0265,259742.68192499998
Wilone O'Kielt,Australia,Smooth Sliky Salty,2023-01-04,45,2496.06,AUD,21.2763,53106.921378
Andria Kimpton,Canada,70% Dark Bites,2023-04-08,16,10964.29,CAD,22.5593,247346.70739700002
Barr Faughny,UK,Milk Bars,2023-03-02,409,4012.51,GBP,42.0265,168631.751515
Van Tuxwell,Canada,Drinking Coco,2023-06-15,746,4919.25,CAD,22.5593,110974.836525
Jehu Rudeforth,Australia,After Nines,2023-02-14,51,5602.02,AUD,21.2763,119190.258126
Husein Augar,UK,After Nines,2023-07-05,372,3563.87,GBP,42.0265,149776.982555
Barr Faughny,India,Mint Chip Choco,2023-01-12,493,8313.09,INR,0.3442,2861.365578
Curtice Advani,India,Mint Chip Choco,2023-03-03,96,8447.48,INR,0.3442,2907.622616
Jehu Rudeforth,New Zealand,Milk Bars,2023-05-18,198,2646.23,AUD,21.2763,56301.983348999995
Gunar Cockshoot,India,Caramel Stuffed Bars,2023-07-28,198,2706.83,INR,0.3442,931.690886
Curtice Advani,UK,Manuka Honey Choco,2023-02-07,108,1710.48,GBP,42.0265,71885.48772
Andria Kimpton,India,Orange Choco,2023-05-30,417,318.19,INR,0.3442,109.520998
Mallorie Waber,Australia,Raspberry Choco,2023-04-25,26,9479.65,AUD,21.2763,201691.87729499998
Beverie Moffet,Canada,85% Dark Bars,2023-02-16,44,6393.2,CAD,22.5593,144226.11676
Kelci Walkden,Australia,Drinking Coco,2023-05-04,60,1355.65,AUD,21.2763,28843.216095
Van Tuxwell,Canada,70% Dark Bites,2023-06-02,74,7911.23,CAD,22.5593,178471.810939
Dennison Crosswaite,USA,Caramel Stuffed Bars,2023-07-11,501,2583.03,USD,31.1547,80473.524741
Beverie Moffet,New Zealand,Spicy Special Slims,2023-06-07,65,66.13,AUD,21.2763,1407.0017189999999
Jan Morforth,UK,Almond Choco,2023-07-06,150,10668.69,GBP,42.0265,448367.700285
Husein Augar,India,Raspberry Choco,2023-06-15,152,10994.3,INR,0.3442,3784.2380599999997
Dotty Strutley,India,Mint Chip Choco,2023-04-14,227,1259.61,INR,0.3442,433.55776199999997
Camilla Castle,India,Drinking Coco,2023-08-08,164,492.13,INR,0.3442,169.391146
Marney O'Breen,UK,Drinking Coco,2023-03-29,28,1016.77,GBP,42.0265,42731.284405
Roddy Speechley,Australia,Organic Choco Syrup,2023-07-04,81,4111.42,AUD,21.2763,87475.805346
Ches Bonnell,India,99% Dark & Pure,2023-02-16,105,503.97,INR,0.3442,173.466474
Rafaelita Blaksland,Canada,Spicy Special Slims,2023-05-02,163,2883.71,CAD,22.5593,65054.479003
Van Tuxwell,India,Eclairs,2023-07-21,105,11861.89,INR,0.3442,4082.862538
Gunar Cockshoot,Australia,99% Dark & Pure,2023-08-18,237,8564.73,AUD,21.2763,182225.76489899997
Kaine Padly,USA,85% Dark Bars,2023-06-22,271,538.03,USD,31.1547,16762.163241
Camilla Castle,UK,Peanut Butter Cubes,2023-07-19,125,5231.88,GBP,42.0265,219877.60482
Madelene Upcott,UK,Peanut Butter Cubes,2023-08-12,84,7916.13,GBP,42.0265,332687.237445
Madelene Upcott,USA,Choco Coated Almonds,2023-06-07,143,6016.32,USD,31.1547,187436.64470399998
Marney O'Breen,Canada,Peanut Butter Cubes,2023-03-08,97,7504.86,CAD,22.5593,169304.388198
Ches Bonnell,Australia,Choco Coated Almonds,2023-04-08,182,1590.98,AUD,21.2763,33850.167774
Curtice Advani,Canada,Eclairs,2023-05-06,205,740.07,CAD,22.5593,16695.461151000003
Roddy Speechley,India,Drinking Coco,2023-05-31,11,4591.11,INR,0.3442,1580.2600619999998
Van Tuxwell,Australia,Mint Chip Choco,2023-01-13,324,2686.51,AUD,21.2763,57158.992713
Dennison Crosswaite,USA,70% Dark Bites,2023-03-15,77,735.48,USD,31.1547,22913.658756
Andria Kimpton,Canada,Peanut Butter Cubes,2023-02-16,311,1160.54,CAD,22.5593,26180.970022
Gigi Bohling,USA,70% Dark Bites,2023-01-14,189,8078.15,USD,31.1547,251672.33980499997
Rafaelita Blaksland,Australia,White Choc,2023-03-21,111,7467.74,AUD,21.2763,158885.876562
Roddy Speechley,Canada,Drinking Coco,2023-05-17,342,7588.41,CAD,22.5593,171189.217713
Camilla Castle,New Zealand,85% Dark Bars,2023-08-08,57,15372.54,AUD,21.2763,327070.772802
Madelene Upcott,Canada,Milk Bars,2023-04-26,86,3907.5,CAD,22.5593,88150.46475
Madelene Upcott,Australia,70% Dark Bites,2023-04-15,255,3740.76,AUD,21.2763,79589.531988
Oby Sorrel,Canada,Eclairs,2023-05-19,561,6211.75,CAD,22.5593,140132.731775
Dennison Crosswaite,Canada,Drinking Coco,2023-01-10,25,2924.46,CAD,22.5593,65973.770478
Mallorie Waber,New Zealand,After Nines,2023-05-04,241,501.79,AUD,21.2763,10676.234577
Roddy Speechley,Canada,White Choc,2023-04-05,270,6594.09,CAD,22.5593,148758.05453700002
Andria Kimpton,India,After Nines,2023-01-17,71,960.68,INR,0.3442,330.66605599999997
Roddy Speechley,India,Spicy Special Slims,2023-03-22,170,11370.32,INR,0.3442,3913.664144
Dotty Strutley,Australia,White Choc,2023-07-05,94,6067.94,AUD,21.2763,129103.31182199999
Oby Sorrel,Canada,Orange Choco,2023-04-27,355,8909.75,CAD,22.5593,200997.723175
Kaine Padly,Canada,Almond Choco,2023-08-12,75,6865.35,CAD,22.5593,154877.490255
Jan Morforth,UK,Baker's Choco Chips,2023-03-11,259,805.23,GBP,42.0265,33840.998595
Jehu Rudeforth,UK,Fruit & Nut Bars,2023-05-13,221,9851.62,GBP,42.0265,414029.10793
Dennison Crosswaite,USA,Smooth Sliky Salty,2023-05-12,90,11823.35,USD,31.1547,368352.92224499997
Brien Boise,USA,Raspberry Choco,2023-01-12,202,683.63,USD,31.1547,21298.287560999997
Madelene Upcott,New Zealand,Milk Bars,2023-03-29,388,14002.42,AUD,21.2763,297919.688646
Roddy Speechley,India,50% Dark Bites,2023-03-14,12,8744.95,INR,0.3442,3010.0117900000005
Barr Faughny,New Zealand,99% Dark & Pure,2023-05-24,201,9294.14,AUD,21.2763,197744.91088199997
Dennison Crosswaite,Canada,Organic Choco Syrup,2023-01-28,79,8831.89,CAD,22.5593,199241.256077
Beverie Moffet,India,Almond Choco,2023-05-24,104,3474.98,INR,0.3442,1196.0881160000001
Brien Boise,Australia,Peanut Butter Cubes,2023-08-19,204,311.61,AUD,21.2763,6629.907843
Karlen McCaffrey,Australia,Spicy Special Slims,2023-05-17,335,4791.2,AUD,21.2763,101939.00855999999
Jehu Rudeforth,USA,White Choc,2023-06-07,117,6646.33,USD,31.1547,207064.41725099998
Ches Bonnell,Canada,Organic Choco Syrup,2023-07-26,229,593.63,CAD,22.5593,13391.877259
Dotty Strutley,India,Eclairs,2023-07-28,406,2345.95,INR,0.3442,807.4759899999999
Karlen McCaffrey,India,70% Dark Bites,2023-05-23,368,5083.07,INR,0.3442,1749.592694
Jehu Rudeforth,UK,Mint Chip Choco,2024-01-04,187,6339.57,GBP,42.0265,266429.938605
Van Tuxwell,India,85% Dark Bars,2024-08-01,90,9005.87,INR,0.3442,3099.820454
Gigi Bohling,India,Peanut Butter Cubes,2024-07-07,87,5159.07,INR,0.3442,1775.751894
Jan Morforth,Australia,Peanut Butter Cubes,2024-04-27,349,13370.97,AUD,21.2763,284484.769011
Jehu Rudeforth,UK,Peanut Butter Cubes,2024-02-24,182,14791.64,GBP,42.0265,621640.8584599999
Van Tuxwell,India,Smooth Sliky Salty,2024-06-06,40,6429.35,INR,0.3442,2212.98227
Oby Sorrel,UK,99% Dark & Pure,2024-01-25,188,15900.6,GBP,42.0265,668246.5659
Gunar Cockshoot,Australia,After Nines,2024-03-24,77,3400.26,AUD,21.2763,72344.95183800001
Jehu Rudeforth,New Zealand,50% Dark Bites,2024-04-20,63,4357.76,AUD,21.2763,92717.009088
Brien Boise,Australia,99% Dark & Pure,2024-07-04,111,3356.17,AUD,21.2763,71406.87977099999
Rafaelita Blaksland,UK,Smooth Sliky Salty,2024-01-13,67,5287.86,GBP,42.0265,222230.24829
Barr Faughny,USA,Orange Choco,2024-03-10,11,4244.36,USD,31.1547,132231.76249199998
Mallorie Waber,Canada,Eclairs,2024-01-13,277,1671.64,CAD,22.5593,37711.028252000004
Karlen McCaffrey,New Zealand,Drinking Coco,2024-07-28,167,181.84,AUD,21.2763,3868.882392
Marney O'Breen,New Zealand,Peanut Butter Cubes,2024-08-03,189,8950.59,AUD,21.2763,190435.438017
Beverie Moffet,Australia,Organic Choco Syrup,2024-01-26,385,7271.76,AUD,21.2763,154716.147288
Van Tuxwell,Canada,Organic Choco Syrup,2024-02-14,42,4864.83,CAD,22.5593,109747.159419
